PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2054404433,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.065,0.0072
A2054404508,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.076,0.0351
A2054404532,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0,0
A2054404533,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.078,0.0098
A2054404608,ELECTRICAL WIRING HARNESS,22680,1PV541,2.25,0.112,0.0338
A2054404613,ELECTRICAL WIRING HARNESS,11376,1PV541,2.25,0.027,0.00252
A2054404632,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.363,0.0306
A2054404636,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.5,0.0008085
A2054404732,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0,0
A2054404733,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.066,0.00728
A2054404735,ELECTRICAL WIRING HARNESS,61350,1PV541,2.25,0.825,0.05814
A2054404807,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.206,0.00616
A2054404832,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.456,0.025795
A2054404833,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.08,0.006
A2054404835,ELECTRICAL WIRING HARNESS,61350,1PV541,2.25,0.823,0.0392
A2054404932,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.477,0.04522
A2054404933,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.046,0.00525
A2054405007,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.232,0.01848
A2054405032,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.482,0.0399
A2054405033,ELECTRICAL WIRING HARNESS,28644,1PV541,2.25,0.073,0.00875
A2054405107,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.122,0.0007425
A2054405133,ELECTRICAL WIRING HARNESS,43176,1PV541,2.25,0.086,0.01008
A2054405333,ELECTRICAL WIRING HARNESS,28662,1PV541,2.25,0.077,0.012
A2054405413,ELECTRICAL WIRING HARNESS,11118,1PV541,2.25,0.116,0.0234
A2054405432,ELECTRICAL WIRING HARNESS,6000,1PV541,2.25,0,0
A2054405433,ELECTRICAL WIRING HARNESS,27054,1PV541,2.25,0.09,0.0144
A2054405513,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.352,0.0448
A2054405532,ELECTRICAL WIRING HARNESS,6000,1PV541,2.25,0,0
A2054405533,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0,0
A2054405633,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.042,0.00576
A2054405733,ELECTRICAL WIRING HARNESS,27474,1PV541,2.25,0.057,0.0116
A2054405833,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0.027,0.0054
A2054405933,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.051,0.01008
A2054406032,ELECTRICAL WIRING HARNESS,18000,1PV541,2.25,0,0
A2054406033,ELECTRICAL WIRING HARNESS,26076,1PV541,2.25,0.065,0.006
A2054406106,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.626,0.03828
A2054406132,ELECTRICAL WIRING HARNESS,18000,1PV541,2.25,0,0
A2054406133,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0,0
A2054406233,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0,0
A2054406333,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0,0
A2054406334,ELECTRICAL WIRING HARNESS,12318,1PV541,2.25,0.085,0.0125
A2054406433,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0,0
A2054406434,ELECTRICAL WIRING HARNESS,12318,1PV541,2.25,0,0
A2054406437,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.389,0.03465
A2054406533,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.058,0.03388
A2054406534,ELECTRICAL WIRING HARNESS,12318,1PV541,2.25,0,0
A2054406537,ELECTRICAL WIRING HARNESS,45402,1PV541,2.25,0.509,0.04725
A2054406608,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0,0
A2054406633,ELECTRICAL WIRING HARNESS,33066,1PV541,2.25,0.074,0.0084
A2054406637,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.536,0.04032
A2054406708,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.453,0.04212
A2054406808,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2054406810,ELECTRICAL WIRING HARNESS,46704,1PV541,2.25,0.385,0.014
A2054406834,ELECTRICAL WIRING HARNESS,15084,1PV541,2.25,0.334,0.0372
A2054406908,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0,0
A2054406913,ELECTRICAL WIRING HARNESS,9336,1PV541,2.25,0.012,0.0022
A2054406934,ELECTRICAL WIRING HARNESS,11910,1PV541,2.25,0.068,0.0338
A2054407008,ELECTRICAL WIRING HARNESS,106284,1PV541,2.25,2.748,0.29232
A2054407013,ELECTRICAL WIRING HARNESS,9336,1PV541,2.25,0.054,0.00936
A2054407034,ELECTRICAL WIRING HARNESS,11910,1PV541,2.25,0.073,0.015
A2054407108,ELECTRICAL WIRING HARNESS,106284,1PV541,2.25,2.68,0.19872
A2054407133,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.062,0.0084
A2054407134,ELECTRICAL WIRING HARNESS,11910,1PV541,2.25,0.069,0.02646
A2054407233,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.077,0.00864
A2054407234,ELECTRICAL WIRING HARNESS,11910,1PV541,2.25,0.073,0.02646
A2054407309,ELECTRICAL WIRING HARNESS,32880,1PV541,2.25,0.367,0.0255
A2054407334,ELECTRICAL WIRING HARNESS,15264,1PV541,2.25,0.096,0.02646
A205440733464,ELECTRICAL WIRING HARNESS,19476,1PV541,2.25,0.096,0.02646
A2054407409,ELECTRICAL WIRING HARNESS,32880,1PV541,2.25,0,0
A2054407413,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.148,0.0116
A205440741364,ELECTRICAL WIRING HARNESS,16596,1PV541,2.25,0.17,0.01596
A2054407433,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.061,0.0075
A2054407434,ELECTRICAL WIRING HARNESS,15024,1PV541,2.25,0.106,0.015
A2054407436,ELECTRICAL WIRING HARNESS,8034,1PV541,2.25,0.065,0.012
A205440743664,ELECTRICAL WIRING HARNESS,8034,1PV541,2.25,0.065,0.012
A2054407513,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.203,0.01452
A2054407533,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.079,0.0068
A2054407536,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.439,0.0378
A2054407636,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.514,0.0455
A2054407733,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.073,0.00756
A2054407736,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.554,0.04095
A2054407805,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.15,0.0084
A2054407833,ELECTRICAL WIRING HARNESS,42978,1PV541,2.25,0.085,0.0052
A2054407836,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.556,0.04224
A2054407837,ELECTRICAL WIRING HARNESS,4794,1PV541,2.25,0.025,0.0066
A2054407936,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.579,0.00816
A2054408109,ELECTRICAL WIRING HARNESS,32880,1PV541,2.25,0.413,0.04884
A2054408136,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.358,0.0512
A2054408209,ELECTRICAL WIRING HARNESS,32880,1PV541,2.25,0,0
A2054408236,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2054408336,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.368,0.0444
A2054408405,ELECTRICAL WIRING HARNESS,6492,1PV541,2.25,0.027,0.00168
A205440840564,ELECTRICAL WIRING HARNESS,6492,1PV541,2.25,0.027,0.00168
A2054408413,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.008,0.00032
A205440841364,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.008,0.00032
A2054408436,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2054408536,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.468,0.03731
A2054408613,ELECTRICAL WIRING HARNESS,5856,1PV541,2.25,0.073,0.012615
A2054408636,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2054408736,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.477,0.04128
A2054408836,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2054408936,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.508,0.054
A2054409008,ELECTRICAL WIRING HARNESS,38544,1PV541,2.25,0.413,0.0513
A2054409036,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054409105,ELECTRICAL WIRING HARNESS,4464,1PV541,2.25,0.016,0.00144
A205440910564,ELECTRICAL WIRING HARNESS,4464,1PV541,2.25,0.016,0.00144
A2054409113,ELECTRICAL WIRING HARNESS,9336,1PV541,2.25,0.038,0.01176
A2054409136,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.512,0.0387
A2054409205,ELECTRICAL WIRING HARNESS,30672,1PV541,2.25,0.031,0.0070125
A205440920564,ELECTRICAL WIRING HARNESS,30672,1PV541,2.25,0.031,0.0070125
A2054409213,ELECTRICAL WIRING HARNESS,9336,1PV541,2.25,0.002,0.00006
A2054409232,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0,0
A2054409236,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054409305,ELECTRICAL WIRING HARNESS,8904,1PV541,2.25,0.064,0.007
A2054409335,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0,0
A2054409336,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.431,0.02665
A2054409432,ELECTRICAL WIRING HARNESS,21756,1PV541,2.25,0.149,0.00896
A2054409436,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054409513,ELECTRICAL WIRING HARNESS,15954,1PV541,2.25,0.328,0.0261
A2054409532,ELECTRICAL WIRING HARNESS,21294,1PV541,2.25,0.208,0.0143
A2054409535,ELECTRICAL WIRING HARNESS,72588,1PV541,2.25,0,0
A2054409536,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.441,0.0352
A2054409613,ELECTRICAL WIRING HARNESS,23862,1PV541,2.25,0.357,0.02604
A2054409635,ELECTRICAL WIRING HARNESS,96900,1PV541,2.25,0.53,0.04224
A2054409636,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054409735,ELECTRICAL WIRING HARNESS,72720,1PV541,2.25,0.552,0.0375
A2054409736,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.532,0.0252
A2054409813,ELECTRICAL WIRING HARNESS,5424,1PV541,2.25,0.031,0.01176
A2054409836,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054409936,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.543,0.03276
A2055400003,ELECTRICAL WIRING HARNESS,7872,1PV541,2.25,0.022,0.005175
A2055400009,ELECTRICAL WIRING HARNESS,15420,1PV541,2.25,0,0
A2055400010,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.065,0.00783
A205540001064,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.065,0.00783
A2055400014,ELECTRICAL WIRING HARNESS,8958,1PV541,2.25,0.185,0.0056
A205540001464,ELECTRICAL WIRING HARNESS,8958,1PV541,2.25,0.185,0.0056
A2055400018,ELECTRICAL WIRING HARNESS,19218,1PV541,2.25,0.466,0.002109
A2055400021,ELECTRICAL WIRING HARNESS,393774,1PV541,2.25,5.831,0.20787
A205540002164,ELECTRICAL WIRING HARNESS,368664,1PV541,2.25,5.831,0.20787
A2055400024,EQUIPMENT COMPARTMENT,20652,1PV541,2.25,0.317,0.11132
A2055400028,ELECTRICAL WIRING HARNESS,27114,1PV541,2.25,0.116,0.0204
A2055400029,ELECTRICAL WIRING HARNESS,81000,1PV541,2.25,0.534,0.02916
A2055400031,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.391,0.05292
A2055400036,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.392,0.0392
A2055400041,ELECTRICAL WIRING HARNESS,37986,1PV541,2.25,0.439,0.04144
A205540004164,ELECTRICAL WIRING HARNESS,37986,1PV541,2.25,0.439,0.04144
A2055400043,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.046,0.0084
A2055400046,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.364,0.05848
A2055400047,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.388,0.04928
A2055400051,ELECTRICAL WIRING HARNESS,29262,1PV541,2.25,0.384,0.04704
A2055400053,ELECTRICAL WIRING HARNESS,71430,1PV541,2.25,0.691,0.03757
A2055400066,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.039,0.00728
A2055400089,ELECTRICAL WIRING HARNESS,428118,1PV541,2.25,0,0
A2055400092,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.059,0.00552
A2055400093,ELECTRICAL WIRING HARNESS,209148,1PV541,2.25,2.939,0.2178
A2055400095,ELECTRICAL WIRING HARNESS,100998,1PV541,2.25,0.681,0.063
A2055400097,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.042,0.00252
A2055400099,ELECTRICAL WIRING HARNESS,428118,1PV541,2.25,0,0
A2055400103,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0,0
A2055400104,ELECTRICAL WIRING HARNESS,33078,1PV541,2.25,0.284,0.03045
A2055400109,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.225,0.036
A2055400110,ELECTRICAL WIRING HARNESS,5520,1PV541,2.25,0.023,0.005005
A2055400113,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.053,0.01
A2055400119,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.125,0.01674
A2055400120,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0,0
A2055400121,ELECTRICAL WIRING HARNESS,393774,1PV541,2.25,5.826,0.0777
A2055400124,EQUIPMENT COMPARTMENT,20652,1PV541,2.25,0.329,0.0882
A2055400128,ELECTRICAL WIRING HARNESS,27114,1PV541,2.25,0.119,0.0288
A2055400129,ELECTRICAL WIRING HARNESS,81000,1PV541,2.25,0.527,0.02618
A2055400131,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.431,0.0546
A2055400136,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.393,0.03936
A2055400141,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.38,0.04864
A2055400143,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.046,0.008
A2055400146,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.485,0.04864
A2055400147,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.409,0.0392
A2055400148,ELECTRICAL WIRING HARNESS,19266,1PV541,2.25,0,0
A2055400149,ELECTRICAL WIRING HARNESS,32916,1PV541,2.25,0.423,0.06336
A2055400151,ELECTRICAL WIRING HARNESS,29388,1PV541,2.25,0.377,0.0456
A2055400161,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400166,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.053,0.0112
A2055400192,ELECTRICAL WIRING HARNESS,22218,1PV541,2.25,0.624,0.033
A2055400193,ELECTRICAL WIRING HARNESS,246990,1PV541,2.25,2.946,0.17138
A2055400201,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.36,0.08514
A2055400204,ELECTRICAL WIRING HARNESS,33078,1PV541,2.25,0.38,0.02028
A2055400208,ELECTRICAL WIRING HARNESS,24618,1PV541,2.25,0.045,0.00924
A2055400209,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0,0
A2055400210,ELECTRICAL WIRING HARNESS,10404,1PV541,2.25,0.05,0.00648
A2055400211,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.117,0.06552
A2055400219,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.124,0.01188
A2055400220,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.12,0.0175
A2055400228,ELECTRICAL WIRING HARNESS,27114,1PV541,2.25,0.123,0.014
A2055400229,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.291,0.0245
A2055400231,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.455,0.04598
A2055400236,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.416,0.04059
A2055400241,ELECTRICAL WIRING HARNESS,37134,1PV541,2.25,0.396,0.04356
A205540024164,ELECTRICAL WIRING HARNESS,37134,1PV541,2.25,0.396,0.04356
A2055400243,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.034,0.0039
A2055400246,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.464,0.03744
A2055400249,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0.444,0.03024
A2055400251,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.399,0.0504
A2055400262,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0,0
A2055400266,ELECTRICAL WIRING HARNESS,18636,1PV541,2.25,0.057,0.00696
A2055400277,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.392,0.0145
A2055400287,ELECTRICAL WIRING HARNESS,16752,1PV541,2.25,0.15,0.0033
A2055400292,ELECTRICAL WIRING HARNESS,14184,1PV541,2.25,0.058,0.00672
A2055400296,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.22,0.00525
A2055400301,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.3,0.08514
A2055400308,ELECTRICAL WIRING HARNESS,24618,1PV541,2.25,0.06,0.00924
A2055400309,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.404,0.07776
A2055400310,ELECTRICAL WIRING HARNESS,16566,1PV541,2.25,0.062,0.0072
A2055400311,ELECTRICAL WIRING HARNESS,14448,1PV541,2.25,0.099,0.03864
A2055400319,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.084,0.00968
A2055400320,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.06,0.00682
A2055400325,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.118,0.0022
A2055400329,ELECTRICAL WIRING HARNESS,23376,1PV541,2.25,0.29,0.02856
A2055400331,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.381,0.04522
A2055400336,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.391,0.03784
A205540033664,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.388,0.0308
A2055400341,ELECTRICAL WIRING HARNESS,37674,1PV541,2.25,0.422,0.04032
A2055400343,ELECTRICAL WIRING HARNESS,18912,1PV541,2.25,0.054,0.00588
A2055400346,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.579,0.03096
A2055400347,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.372,0.0456
A2055400351,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.4,0.0492
A2055400353,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.697,0.04995
A2055400361,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400364,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.014,0.0018
A2055400365,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.016,0.00476
A2055400366,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.072,0.006
A2055400377,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.337,0.03264
A2055400387,ELECTRICAL WIRING HARNESS,15024,1PV541,2.25,0.143,0.00189
A2055400392,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.071,0.00672
A2055400394,ELECTRICAL WIRING HARNESS,55500,1PV541,2.25,0.349,0.02717
A2055400401,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.367,0.0578
A2055400409,ELECTRICAL WIRING HARNESS,8892,1PV541,2.25,0,0
A2055400410,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0.036,0.00624
A2055400411,ELECTRICAL WIRING HARNESS,17724,1PV541,2.25,0.113,0.03864
A2055400414,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.056,0.00612
A2055400417,ELECTRICAL WIRING HARNESS,23478,1PV541,2.25,0.101,0.0072
A2055400420,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.108,0.042
A2055400421,ELECTRICAL WIRING HARNESS,36378,1PV541,2.25,0,0
A2055400425,ELECTRICAL WIRING HARNESS,10206,1PV541,2.25,0.011,0.00315
A2055400428,ELECTRICAL WIRING HARNESS,48072,1PV541,2.25,0.572,0.08288
A2055400429,ELECTRICAL WIRING HARNESS,16596,1PV541,2.25,0.299,0.02976
A2055400431,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.405,0.0518
A2055400436,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.412,0.0504
A2055400439,ELECTRICAL WIRING HARNESS,393774,1PV541,2.25,6.953,0.14976
A2055400441,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.412,0.0441
A205540044164,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.412,0.0441
A2055400442,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.366,0.0369
A205540044264,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.366,0.0369
A2055400443,ELECTRICAL WIRING HARNESS,22728,1PV541,2.25,0.065,0.006
A2055400446,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.477,0.03528
A2055400447,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.373,0.03256
A2055400451,ELECTRICAL WIRING HARNESS,52272,1PV541,2.25,0.42,0.042
A2055400453,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.72,0.05184
A2055400455,ELECTRICAL WIRING HARNESS,34728,1PV541,2.25,0.051,0.0092
A2055400477,ELECTRICAL WIRING HARNESS,4806,1PV541,2.25,0.044,0.00368
A2055400484,ELECTRICAL WIRING HARNESS,1464,1PV541,2.25,0.002,0.00081
A2055400489,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400492,ELECTRICAL WIRING HARNESS,18228,1PV541,2.25,0.048,0.00672
A2055400494,ELECTRICAL WIRING HARNESS,34518,1PV541,2.25,0.232,0.00396
A2055400500,ELECTRICAL WIRING HARNESS,72588,1PV541,2.25,0.552,0.042
A2055400501,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.475,0.0578
A2055400508,ELECTRICAL WIRING HARNESS,24618,1PV541,2.25,0.088,0.0184
A2055400509,ELECTRICAL WIRING HARNESS,21792,1PV541,2.25,0,0
A2055400510,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.055,0.00567
A2055400511,ELECTRICAL WIRING HARNESS,14448,1PV541,2.25,0.065,0.0192
A2055400517,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.1,0.0138
A2055400520,ELECTRICAL WIRING HARNESS,15978,1PV541,2.25,0.061,0.0156
A2055400525,ELECTRICAL WIRING HARNESS,9996,1PV541,2.25,0.011,0.0024
A2055400528,ELECTRICAL WIRING HARNESS,43032,1PV541,2.25,0.688,0.04928
A2055400529,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.312,0.0336
A2055400531,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.446,0.0418
A2055400536,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.403,0.0408975
A2055400539,ELECTRICAL WIRING HARNESS,274458,1PV541,2.25,7.042,0.14976
A2055400541,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.429,0.04284
A205540054164,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.429,0.04284
A2055400542,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.386,0.04212
A205540054264,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.386,0.04212
A2055400546,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.593,0.0476
A2055400547,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.394,0.05168
A2055400548,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.416,0.03456
A2055400549,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.383,0.03822
A2055400551,ELECTRICAL WIRING HARNESS,47928,1PV541,2.25,0.424,0.0396
A2055400553,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.676,0.05508
A2055400554,ELECTRICAL WIRING HARNESS,15024,1PV541,2.25,0.102,0.0063
A2055400555,ELECTRICAL WIRING HARNESS,34728,1PV541,2.25,0.064,0.00729
A2055400561,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400563,ELECTRICAL WIRING HARNESS,88620,1PV541,2.25,0,0
A2055400584,ELECTRICAL WIRING HARNESS,1290,1PV541,2.25,0.005,0.00048
A2055400589,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0,0
A2055400592,ELECTRICAL WIRING HARNESS,12732,1PV541,2.25,0.062,0.0098
A2055400594,ELECTRICAL WIRING HARNESS,20634,1PV541,2.25,0.274,0.00368
A2055400597,ELECTRICAL WIRING HARNESS,6600,1PV541,2.25,0.064,0.0108
A2055400601,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0.542,0.08514
A2055400609,ELECTRICAL WIRING HARNESS,74466,1PV541,2.25,0,0
A2055400610,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.07,0.00756
A2055400611,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.072,0.0512
A2055400617,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.244,0.02376
A2055400620,ELECTRICAL WIRING HARNESS,6084,1PV541,2.25,0.099,0.018
A2055400625,ELECTRICAL WIRING HARNESS,24468,1PV541,2.25,0.244,0.0304
A2055400626,ELECTRICAL WIRING HARNESS,23490,1PV541,2.25,0.474,0.04515
A2055400627,ELECTRICAL WIRING HARNESS,139830,1PV541,2.25,0.9,0.0936
A205540062728,ELECTRICAL WIRING HARNESS,146388,1PV541,2.25,0.914,0.0936
A2055400628,ELECTRICAL WIRING HARNESS,42780,1PV541,2.25,0.564,0.04928
A2055400629,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.421,0.02244
A2055400631,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.47,0.06
A2055400636,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.436,0.0555
A2055400641,ELECTRICAL WIRING HARNESS,37824,1PV541,2.25,0.455,0.04368
A205540064164,ELECTRICAL WIRING HARNESS,37944,1PV541,2.25,0.455,0.04368
A2055400642,ELECTRICAL WIRING HARNESS,26436,1PV541,2.25,0.423,0.05472
A205540064264,ELECTRICAL WIRING HARNESS,25812,1PV541,2.25,0.423,0.05472
A2055400645,ELECTRICAL WIRING HARNESS,88620,1PV541,2.25,1.385,0.0819
A2055400646,ELECTRICAL WIRING HARNESS,32496,1PV541,2.25,0.502,0.04095
A2055400647,ELECTRICAL WIRING HARNESS,28386,1PV541,2.25,0.401,0.04608
